Identifikator,Perioden Id,Jahres Id,Geräte_Name,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1114672.47140,SP1114672.54.162,SY1114672.2026.47140,iPad1(1114672),01.06.26 13:48,Prod,A1114672.6486,Tisch 1,Manager(946638),S1114672.47140,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,191,Spargelsuppe,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47141,SP1114672.54.163,SY1114672.2026.47141,iPad1(1114672),01.06.26 13:48,Prod,A1114672.6486,Tisch 1,Manager(946638),S1114672.47141,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,I4-1770047,Spargelsuppe Klein,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,4.579439,0.320561,Pagersystem
S1114672.47142,SP1114672.54.164,SY1114672.2026.47142,iPad1(1114672),01.06.26 13:48,Prod,A1114672.6486,Tisch 1,Manager(946638),S1114672.47142,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,190,Zusammen,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47143,SP1114672.54.165,SY1114672.2026.47143,iPad1(1114672),01.06.26 13:50,Prod,A1114672.6487,Tisch 2,Manager(946638),S1114672.47143,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47144,SP1114672.54.166,SY1114672.2026.47144,iPad1(1114672),01.06.26 13:50,Prod,A1114672.6487,Tisch 2,Manager(946638),S1114672.47144,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47145,SP1114672.54.167,SY1114672.2026.47145,iPad1(1114672),01.06.26 13:50,Prod,A1114672.6487,Tisch 2,Manager(946638),S1114672.47145,SALE,1,2.5,2.5,0.0,0.0,0.0,0.0,152,"Wasser Still (0,3 L)",Getränke(1549873308501013),[],MwSt. 19%,1.19,2.10084,0.39916,Pagersystem
S1114672.47146,SP1114672.54.168,SY1114672.2026.47146,iPad1(1114672),01.06.26 13:51,Prod,A1114672.6488,,Manager(946638),S1114672.47146,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,I2-1770047,KL. Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,10.186916,0.713084,Ohne Pager
S1114672.47147,SP1114672.54.169,SY1114672.2026.47147,iPad1(1114672),01.06.26 13:51,Prod,A1114672.6488,,Manager(946638),S1114672.47147,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47148,SP1114672.54.170,SY1114672.2026.47148,iPad1(1114672),01.06.26 13:51,Prod,A1114672.6488,,Manager(946638),S1114672.47148,SALE,1,2.0,2.0,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,1.869159,0.130841,Ohne Pager
S1114672.47149,SP1114672.54.171,SY1114672.2026.47149,iPad1(1114672),01.06.26 13:51,Prod,A1114672.6488,,Manager(946638),S1114672.47149,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,I46,Berliner Weiße,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.277311,0.622689,Ohne Pager
S1114672.47150,SP1114672.54.172,SY1114672.2026.47150,iPad1(1114672),01.06.26 13:51,Prod,A1114672.6488,,Manager(946638),S1114672.47150,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S31,Grün,Getränke(1549873308501013),[],MwSt. 19%,1.19,0,0,Ohne Pager
S1114672.47151,SP1114672.54.173,SY1114672.2026.47151,iPad1(1114672),01.06.26 13:52,Prod,A1114672.6489,,Manager(946638),S1114672.47151,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Ohne Pager
S1114672.47152,SP1114672.54.174,SY1114672.2026.47152,iPad1(1114672),01.06.26 13:52,Prod,A1114672.6489,,Manager(946638),S1114672.47152,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47153,SP1114672.54.175,SY1114672.2026.47153,iPad1(1114672),01.06.26 13:52,Prod,A1114672.6489,,Manager(946638),S1114672.47153,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Ohne Pager
S1114672.47154,SP1114672.54.176,SY1114672.2026.47154,iPad1(1114672),01.06.26 13:52,Prod,A1114672.6489,,Manager(946638),S1114672.47154,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,I46,Berliner Weiße,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.277311,0.622689,Ohne Pager
S1114672.47155,SP1114672.54.177,SY1114672.2026.47155,iPad1(1114672),01.06.26 13:52,Prod,A1114672.6489,,Manager(946638),S1114672.47155,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S31,Grün,Getränke(1549873308501013),[],MwSt. 19%,1.19,0,0,Ohne Pager
S1114672.47156,SP1114672.54.178,SY1114672.2026.47156,iPad1(1114672),01.06.26 13:58,Prod,A1114672.6490,,Manager(946638),S1114672.47156,SALE,1,4.5,4.5,0.0,0.0,0.0,0.0,I24,Waffel,Speisen Theke(1549873308501495),,MwSt. 7%,1.07,4.205607,0.294393,Ohne Pager
S1114672.47157,SP1114672.54.179,SY1114672.2026.47157,iPad1(1114672),01.06.26 13:58,Prod,A1114672.6490,,Manager(946638),S1114672.47157,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S29,Puderzucker,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47158,SP1114672.54.180,SY1114672.2026.47158,iPad1(1114672),01.06.26 13:58,Prod,A1114672.6490,,Manager(946638),S1114672.47158,SALE,1,3.7,3.7,0.0,0.0,0.0,0.0,S24,Erdbeeren,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,3.457944,0.242056,Ohne Pager
S1114672.47159,SP1114672.54.181,SY1114672.2026.47159,iPad1(1114672),01.06.26 13:58,Prod,A1114672.6490,,Manager(946638),S1114672.47159,SALE,1,1.4,1.4,0.0,0.0,0.0,0.0,121,Vanilleeis,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,1.308411,0.091589,Ohne Pager
S1114672.47160,SP1114672.54.182,SY1114672.2026.47160,iPad1(1114672),01.06.26 13:59,Prod,A1114672.6490,,Manager(946638),S1114672.47160,SALE,1,4.5,4.5,0.0,0.0,0.0,0.0,I24,Waffel,Speisen Theke(1549873308501495),,MwSt. 7%,1.07,4.205607,0.294393,Ohne Pager
S1114672.47161,SP1114672.54.183,SY1114672.2026.47161,iPad1(1114672),01.06.26 13:59,Prod,A1114672.6490,,Manager(946638),S1114672.47161,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S29,Puderzucker,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47162,SP1114672.54.184,SY1114672.2026.47162,iPad1(1114672),01.06.26 13:59,Prod,A1114672.6490,,Manager(946638),S1114672.47162,SALE,1,3.7,3.7,0.0,0.0,0.0,0.0,S24,Erdbeeren,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,3.457944,0.242056,Ohne Pager
S1114672.47163,SP1114672.54.185,SY1114672.2026.47163,iPad1(1114672),01.06.26 13:59,Prod,A1114672.6490,,Manager(946638),S1114672.47163,SALE,1,4.5,4.5,0.0,0.0,0.0,0.0,I24,Waffel,Speisen Theke(1549873308501495),,MwSt. 7%,1.07,4.205607,0.294393,Ohne Pager
S1114672.47164,SP1114672.54.186,SY1114672.2026.47164,iPad1(1114672),01.06.26 13:59,Prod,A1114672.6490,,Manager(946638),S1114672.47164,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S29,Puderzucker,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47165,SP1114672.54.187,SY1114672.2026.47165,iPad1(1114672),01.06.26 13:59,Prod,A1114672.6490,,Manager(946638),S1114672.47165,SALE,1,3.7,3.7,0.0,0.0,0.0,0.0,S24,Erdbeeren,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,3.457944,0.242056,Ohne Pager
S1114672.47166,SP1114672.54.188,SY1114672.2026.47166,iPad1(1114672),01.06.26 13:59,Prod,A1114672.6490,,Manager(946638),S1114672.47166,SALE,1,1.3,1.3,0.0,0.0,0.0,0.0,S20,Sahne,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,1.214953,0.085047,Ohne Pager
S1114672.47167,SP1114672.54.189,SY1114672.2026.47167,iPad1(1114672),01.06.26 13:59,Prod,A1114672.6490,,Manager(946638),S1114672.47167,SALE,1,1.4,1.4,0.0,0.0,0.0,0.0,121,Vanilleeis,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,1.308411,0.091589,Ohne Pager
S1114672.47168,SP1114672.54.190,SY1114672.2026.47168,iPad1(1114672),01.06.26 13:59,Prod,A1114672.6490,,Manager(946638),S1114672.47168,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,196,Pager Nr. 1 Theke,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47169,SP1114672.54.191,SY1114672.2026.47169,iPad1(1114672),01.06.26 14:04,Prod,A1114672.6491,,Manager(946638),S1114672.47169,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,I46,Berliner Weiße,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.277311,0.622689,Ohne Pager
S1114672.47170,SP1114672.54.192,SY1114672.2026.47170,iPad1(1114672),01.06.26 14:04,Prod,A1114672.6491,,Manager(946638),S1114672.47170,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S31,Grün,Getränke(1549873308501013),[],MwSt. 19%,1.19,0,0,Ohne Pager
S1114672.47171,SP1114672.54.193,SY1114672.2026.47171,iPad1(1114672),01.06.26 14:04,Prod,A1114672.6491,,Manager(946638),S1114672.47171,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I37,"Fassbier (0,5 L)",Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Ohne Pager
S1114672.47172,SP1114672.54.194,SY1114672.2026.47172,iPad1(1114672),01.06.26 14:06,Prod,A1114672.6492,,Manager(946638),S1114672.47172,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,I2-1770047,KL. Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,10.186916,0.713084,Ohne Pager
S1114672.47173,SP1114672.54.195,SY1114672.2026.47173,iPad1(1114672),01.06.26 14:06,Prod,A1114672.6492,,Manager(946638),S1114672.47173,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47174,SP1114672.54.196,SY1114672.2026.47174,iPad1(1114672),01.06.26 14:06,Prod,A1114672.6492,,Manager(946638),S1114672.47174,SALE,1,2.0,2.0,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,1.869159,0.130841,Ohne Pager
S1114672.47175,SP1114672.54.197,SY1114672.2026.47175,iPad1(1114672),01.06.26 14:06,Prod,A1114672.6492,,Manager(946638),S1114672.47175,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,I2-1770047,KL. Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,10.186916,0.713084,Ohne Pager
S1114672.47176,SP1114672.54.198,SY1114672.2026.47176,iPad1(1114672),01.06.26 14:06,Prod,A1114672.6492,,Manager(946638),S1114672.47176,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47177,SP1114672.54.199,SY1114672.2026.47177,iPad1(1114672),01.06.26 14:06,Prod,A1114672.6492,,Manager(946638),S1114672.47177,SALE,1,2.0,2.0,0.0,0.0,0.0,0.0,S6,Lachs,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,1.869159,0.130841,Ohne Pager
S1114672.47178,SP1114672.54.200,SY1114672.2026.47178,iPad1(1114672),01.06.26 14:06,Prod,A1114672.6492,Tisch 5,Manager(946638),S1114672.47178,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,I33,Kaffee Crema,Heißgetränke(1549873308501605),,MwSt. 19%,1.19,2.352941,0.447059,Pagersystem
S1114672.47179,SP1114672.54.201,SY1114672.2026.47179,iPad1(1114672),01.06.26 14:06,Prod,A1114672.6492,Tisch 5,Manager(946638),S1114672.47179,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I14,Weizenbier alkoholfrei,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47180,SP1114672.54.202,SY1114672.2026.47180,iPad1(1114672),01.06.26 14:08,Prod,A1114672.6493,,Manager(946638),S1114672.47180,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Ohne Pager
S1114672.47181,SP1114672.54.203,SY1114672.2026.47181,iPad1(1114672),01.06.26 14:08,Prod,A1114672.6493,,Manager(946638),S1114672.47181,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47182,SP1114672.54.204,SY1114672.2026.47182,iPad1(1114672),01.06.26 14:08,Prod,A1114672.6493,,Manager(946638),S1114672.47182,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Ohne Pager
S1114672.47183,SP1114672.54.205,SY1114672.2026.47183,iPad1(1114672),01.06.26 14:08,Prod,A1114672.6493,,Manager(946638),S1114672.47183,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,I51,"Apfelschorle (0,3 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,2.689076,0.510924,Ohne Pager
S1114672.47184,SP1114672.54.206,SY1114672.2026.47184,iPad1(1114672),01.06.26 14:24,Prod,A1114672.6494,,Manager(946638),S1114672.47184,SALE,1,8.2,8.2,0.0,0.0,0.0,0.0,I16,Erdbeereisbecher,Speisen Theke(1549873308501495),,MwSt. 7%,1.07,7.663551,0.536449,Ohne Pager
S1114672.47185,SP1114672.54.207,SY1114672.2026.47185,iPad1(1114672),01.06.26 14:24,Prod,A1114672.6494,,Manager(946638),S1114672.47185,SALE,1,1.3,1.3,0.0,0.0,0.0,0.0,S20,Sahne,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,1.214953,0.085047,Ohne Pager
S1114672.47186,SP1114672.54.208,SY1114672.2026.47186,iPad1(1114672),01.06.26 14:34,Prod,A1114672.6495,Tisch 7,Manager(946638),S1114672.47186,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47187,SP1114672.54.209,SY1114672.2026.47187,iPad1(1114672),01.06.26 14:34,Prod,A1114672.6495,Tisch 7,Manager(946638),S1114672.47187,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47188,SP1114672.54.210,SY1114672.2026.47188,iPad1(1114672),01.06.26 14:34,Prod,A1114672.6495,Tisch 7,Manager(946638),S1114672.47188,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47189,SP1114672.54.211,SY1114672.2026.47189,iPad1(1114672),01.06.26 14:34,Prod,A1114672.6495,Tisch 7,Manager(946638),S1114672.47189,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I14,Weizenbier alkoholfrei,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47190,SP1114672.54.212,SY1114672.2026.47190,iPad1(1114672),01.06.26 14:35,Prod,A1114672.6495,Tisch 7,Manager(946638),S1114672.47190,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,I2-1770047,KL. Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,10.186916,0.713084,Pagersystem
S1114672.47191,SP1114672.54.213,SY1114672.2026.47191,iPad1(1114672),01.06.26 14:35,Prod,A1114672.6495,Tisch 7,Manager(946638),S1114672.47191,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47192,SP1114672.54.214,SY1114672.2026.47192,iPad1(1114672),01.06.26 14:35,Prod,A1114672.6495,Tisch 7,Manager(946638),S1114672.47192,SALE,1,1.0,1.0,0.0,0.0,0.0,0.0,S7,Schinken,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0.934579,0.065421,Pagersystem
S1114672.47193,SP1114672.54.215,SY1114672.2026.47193,iPad1(1114672),01.06.26 14:35,Prod,A1114672.6495,Tisch 7,Manager(946638),S1114672.47193,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,I7-1770047,Spargelsalat,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,7.383178,0.516822,Pagersystem
S1114672.47194,SP1114672.54.216,SY1114672.2026.47194,iPad1(1114672),01.06.26 14:35,Prod,A1114672.6495,Tisch 7,Manager(946638),S1114672.47194,SALE,1,2.5,2.5,0.0,0.0,0.0,0.0,152,"Wasser Still (0,3 L)",Getränke(1549873308501013),[],MwSt. 19%,1.19,2.10084,0.39916,Pagersystem
S1114672.47195,SP1114672.54.217,SY1114672.2026.47195,iPad1(1114672),01.06.26 14:41,Prod,A1114672.6496,Tisch 8,Manager(946638),S1114672.47195,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47196,SP1114672.54.218,SY1114672.2026.47196,iPad1(1114672),01.06.26 14:41,Prod,A1114672.6496,Tisch 8,Manager(946638),S1114672.47196,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47197,SP1114672.54.219,SY1114672.2026.47197,iPad1(1114672),01.06.26 14:41,Prod,A1114672.6496,Tisch 8,Manager(946638),S1114672.47197,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47198,SP1114672.54.220,SY1114672.2026.47198,iPad1(1114672),01.06.26 14:41,Prod,A1114672.6496,Tisch 8,Manager(946638),S1114672.47198,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47199,SP1114672.54.221,SY1114672.2026.47199,iPad1(1114672),01.06.26 14:41,Prod,A1114672.6496,Tisch 8,Manager(946638),S1114672.47199,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47200,SP1114672.54.222,SY1114672.2026.47200,iPad1(1114672),01.06.26 14:41,Prod,A1114672.6496,Tisch 8,Manager(946638),S1114672.47200,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47201,SP1114672.54.223,SY1114672.2026.47201,iPad1(1114672),01.06.26 14:42,Prod,A1114672.6496,Tisch 8,Manager(946638),S1114672.47201,SALE,1,4.4,4.4,0.0,0.0,0.0,0.0,181,"Spezi (0,5 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,3.697479,0.702521,Pagersystem
S1114672.47202,SP1114672.54.224,SY1114672.2026.47202,iPad1(1114672),01.06.26 14:42,Prod,A1114672.6496,Tisch 8,Manager(946638),S1114672.47202,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,178,"Radler 0,5",Getränke(1549873308501013),[],MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47203,SP1114672.54.225,SY1114672.2026.47203,iPad1(1114672),01.06.26 15:19,Prod,A1114672.6497,Tisch 1,Manager(946638),S1114672.47203,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47204,SP1114672.54.226,SY1114672.2026.47204,iPad1(1114672),01.06.26 15:19,Prod,A1114672.6497,Tisch 1,Manager(946638),S1114672.47204,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47205,SP1114672.54.227,SY1114672.2026.47205,iPad1(1114672),01.06.26 15:19,Prod,A1114672.6497,Tisch 1,Manager(946638),S1114672.47205,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47206,SP1114672.54.228,SY1114672.2026.47206,iPad1(1114672),01.06.26 15:19,Prod,A1114672.6497,Tisch 1,Manager(946638),S1114672.47206,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47207,SP1114672.54.229,SY1114672.2026.47207,iPad1(1114672),01.06.26 15:19,Prod,A1114672.6497,Tisch 1,Manager(946638),S1114672.47207,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47208,SP1114672.54.230,SY1114672.2026.47208,iPad1(1114672),01.06.26 15:19,Prod,A1114672.6497,Tisch 1,Manager(946638),S1114672.47208,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I37,"Fassbier (0,5 L)",Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47209,SP1114672.54.231,SY1114672.2026.47209,iPad1(1114672),01.06.26 15:19,Prod,A1114672.6497,Tisch 1,Manager(946638),S1114672.47209,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,I51,"Apfelschorle (0,3 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,2.689076,0.510924,Pagersystem
S1114672.47210,SP1114672.54.232,SY1114672.2026.47210,iPad1(1114672),01.06.26 15:35,Prod,A1114672.6498,Tisch 11,Manager(946638),S1114672.47210,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47211,SP1114672.54.233,SY1114672.2026.47211,iPad1(1114672),01.06.26 15:35,Prod,A1114672.6498,Tisch 11,Manager(946638),S1114672.47211,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47212,SP1114672.54.234,SY1114672.2026.47212,iPad1(1114672),01.06.26 15:35,Prod,A1114672.6498,Tisch 11,Manager(946638),S1114672.47212,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47213,SP1114672.54.235,SY1114672.2026.47213,iPad1(1114672),01.06.26 15:35,Prod,A1114672.6498,Tisch 11,Manager(946638),S1114672.47213,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47214,SP1114672.54.236,SY1114672.2026.47214,iPad1(1114672),01.06.26 15:35,Prod,A1114672.6498,Tisch 11,Manager(946638),S1114672.47214,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47215,SP1114672.54.237,SY1114672.2026.47215,iPad1(1114672),01.06.26 15:35,Prod,A1114672.6498,Tisch 11,Manager(946638),S1114672.47215,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47216,SP1114672.54.238,SY1114672.2026.47216,iPad1(1114672),01.06.26 15:35,Prod,A1114672.6498,Tisch 11,Manager(946638),S1114672.47216,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I52,"Apfelschorle (0,5 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47217,SP1114672.54.239,SY1114672.2026.47217,iPad1(1114672),01.06.26 15:35,Prod,A1114672.6498,Tisch 11,Manager(946638),S1114672.47217,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,178,"Radler 0,5",Getränke(1549873308501013),[],MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47218,SP1114672.54.240,SY1114672.2026.47218,iPad1(1114672),01.06.26 15:52,Prod,A1114672.6499,,Manager(946638),S1114672.47218,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Ohne Pager
S1114672.47219,SP1114672.54.241,SY1114672.2026.47219,iPad1(1114672),01.06.26 15:52,Prod,A1114672.6499,,Manager(946638),S1114672.47219,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47220,SP1114672.54.242,SY1114672.2026.47220,iPad1(1114672),01.06.26 15:52,Prod,A1114672.6499,Tisch 11,Manager(946638),S1114672.47220,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47221,SP1114672.54.243,SY1114672.2026.47221,iPad1(1114672),01.06.26 15:52,Prod,A1114672.6499,Tisch 11,Manager(946638),S1114672.47221,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
